Salary,Position,Age,GP,GS,3P,TRB,AST,STL,BLK,PF,PTS,PER,TS%,3PAr,FTr,ORB%,TRB%,STL%,BLK%,TOV%,USG%,WS,eficiencia,tier_time
8623920,2,21,36,36,3.3,6.4,6.049999999999999,1.3,0.3,3.3,23.099999999999998,17.9,0.541,0.531,0.169,3.5,9.7,1.7,0.8,14.3,30.0,1.8,37.14999999999999,1
8496653,4,32,61,7,1.5,1.6,1.6,0.6,0.1,1.6,9.2,12.3,0.593,0.517,0.122,1.2,4.6,1.5,0.5,9.7,19.2,1.8,13.099999999999998,3
8478720,1,21,79,79,0.3,8.4,2.8,0.8,1.1,2.8,16.2,17.9,0.591,0.108,0.321,8.1,15.4,1.1,4.0,11.9,20.2,8.425,29.3,2
8300000,4,30,22,1,0.6,3.1,1.4,1.0,0.2,2.0,4.6,13.3,0.701,0.377,0.101,7.4,10.6,2.75,1.2,18.2,10.3,1.0,10.299999999999999,3
8283688,0,33,38,1,0.3,3.5,0.7,0.2,0.5,2.0,5.2,15.5,0.577,0.258,0.325,9.1,18.5,1.1,4.4,12.7,20.6,1.0,10.1,2
8250000,4,24,77,58,2.0,4.1,2.6,1.55,0.5,2.5,10.1,12.7,0.566,0.619,0.134,3.9,8.6,2.75,1.8,12.9,16.4,4.2,18.849999999999998,2
8200000,1,32,57,1,0.7,3.6,0.9,0.4,0.4,1.8,6.4,15.5,0.65,0.44,0.266,10.1,14.1,1.5,2.5,15.6,17.5,2.2,11.700000000000001,3
8008440,3,22,80,78,2.6,4.6,1.2,0.8,0.5,2.0,12.2,12.3,0.597,0.641,0.104,4.3,8.9,1.2,1.5,6.8,15.8,4.3,19.3,2
8000000,0,26,82,70,0.0,8.4,2.5,0.6,0.6,2.7,7.0,17.8,0.639,0.003,0.404,14.6,21.125,1.3,2.2,9.1,10.6,8.425,19.1,3
8000000,1,34,54,9,0.1,3.1,1.4,1.0,0.1,1.6,4.4,14.1,0.573,0.172,0.131,9.4,11.8,2.75,0.6,16.7,13.5,1.8,10.0,3
7804878,2,30,50,14,0.8,3.6,3.9,1.55,0.3,1.2,7.4,16.3,0.581,0.409,0.206,5.5,8.2,2.75,1.2,12.2,12.9,3.7,16.75,1
7775400,1,21,82,65,1.4,4.0,1.2,0.9,0.9,1.8,10.2,11.2,0.576,0.409,0.155,3.9,8.0,1.5,2.9,12.3,15.7,3.5,17.199999999999996,2
7644600,3,21,77,76,0.8,6.6,4.8,1.1,0.8,2.2,15.3,15.5,0.524,0.22,0.242,7.1,10.8,1.5,2.2,12.0,20.3,5.0,28.600000000000005,3
7426088,3,27,77,2,1.5,2.3,1.5,0.5,0.1,1.6,8.7,12.0,0.579,0.589,0.204,1.9,6.7,1.1,0.7,8.3,18.2,3.3,13.1,2
7413955,4,22,74,2,1.7,2.9,2.8,0.7,0.1,1.6,9.7,12.5,0.572,0.579,0.118,1.1,6.9,1.5,0.3,10.6,17.9,3.1,16.200000000000003,2
7350000,0,25,63,26,0.9,6.4,2.9,0.6,0.8,3.2,11.6,16.4,0.599,0.268,0.259,8.5,15.2,1.2,2.8,17.4,21.2,2.2,22.3,1
7252200,4,20,74,73,1.6,3.9,5.2,0.8,0.2,3.3,16.3,12.1,0.528,0.356,0.362,3.4,6.9,1.3,0.7,17.2,25.4,0.0,26.4,1
7100000,1,28,54,4,1.4,2.4,1.6,0.5,0.3,2.3,9.1,10.0,0.597,0.512,0.203,1.4,6.2,1.1,1.1,14.3,17.3,1.3,13.9,2
7065217,3,27,31,7,0.4,3.8,2.7,0.7,0.2,3.4,9.1,12.2,0.546,0.201,0.301,6.6,9.6,1.5,1.0,15.3,18.8,0.7,16.5,1
7040880,3,22,76,46,0.8,2.5,1.1,0.7,0.4,2.1,6.4,10.7,0.614,0.483,0.291,3.7,6.7,1.7,1.7,9.5,11.9,4.2,11.1,2
7000000,3,27,7,0,0.4,3.4,1.6,0.6,0.1,1.9,5.0,8.7,0.448,0.389,0.194,6.2,9.5,1.4,0.6,4.9,12.9,0.1,10.7,1
6922320,4,21,53,19,1.2,3.0,2.9,1.3,0.5,2.3,9.9,12.5,0.528,0.455,0.268,5.0,7.3,2.6,2.1,15.9,20.3,1.4,17.6,1
6803012,0,22,47,2,0.1,2.8,0.7,0.4,0.4,1.4,5.0,13.7,0.605,0.186,0.532,7.3,12.3,1.6,3.0,13.9,15.7,1.5,9.3,3
6667500,0,30,20,0,0.1,1.3,0.4,0.3,0.3,1.2,2.2,9.4,0.629,0.063,0.156,5.2,8.7,1.5,3.0,19.0,11.1,0.2,4.5,3
6586800,4,20,78,17,1.3,4.1,1.5,0.6,0.2,2.1,16.7,13.1,0.566,0.326,0.477,4.4,7.9,1.0,0.5,11.7,24.6,1.8,23.099999999999998,1
6479000,3,26,80,31,1.1,4.1,3.4,1.1,0.6,2.4,11.5,13.3,0.571,0.343,0.206,3.3,8.3,1.9,2.0,13.2,17.8,4.3,20.700000000000003,2
6479000,3,27,71,49,1.2,4.8,1.6,1.0,0.4,2.0,9.6,11.4,0.571,0.431,0.206,4.8,9.7,1.7,1.5,11.5,14.4,3.7,17.4,2
6479000,3,35,46,0,1.8,2.8,3.3,0.7,0.1,1.6,6.9,10.7,0.616,0.819,0.085,1.4,6.4,1.5,0.5,17.6,12.6,2.3,13.799999999999999,3
6395160,0,22,80,18,0.1,7.2,1.0,0.7,1.1,3.1,9.9,19.4,0.678,0.026,0.394,12.7,17.0,1.4,4.824999999999999,12.2,15.1,7.1,19.900000000000002,2
6287400,1,20,76,76,1.0,7.9,6.049999999999999,0.8,0.4,1.9,16.6,17.1,0.533,0.209,0.13,6.6,13.6,1.1,1.2,15.1,24.6,4.0,31.749999999999996,1
6263188,1,24,63,9,0.8,4.5,0.9,0.3,0.4,1.1,11.2,13.2,0.556,0.274,0.204,4.1,10.5,0.6,1.5,7.7,20.2,1.8,17.3,3
6184500,1,36,56,0,0.6,2.9,1.0,0.3,0.3,1.2,5.2,9.0,0.475,0.453,0.171,4.4,10.8,1.1,1.9,10.7,17.7,0.3,9.700000000000001,1
6025000,2,27,81,39,1.8,2.5,2.4,0.8,0.4,2.0,8.0,10.9,0.56,0.596,0.067,2.1,5.8,1.7,1.3,11.8,15.3,3.5,14.100000000000001,3
6012960,4,19,80,15,1.3,3.0,1.2,0.5,0.3,1.7,9.9,11.5,0.568,0.437,0.162,4.0,7.6,1.0,1.2,10.7,19.0,1.2,14.9,2
6000000,2,28,48,15,1.4,2.2,4.5,0.7,0.2,1.8,10.3,13.2,0.512,0.408,0.141,1.3,6.1,1.7,0.7,14.4,24.8,1.1,17.9,3
5987975,3,33,46,2,1.0,1.2,0.9,0.4,0.4,1.5,4.5,6.6,0.494,0.701,0.039,0.8,4.4,1.3,2.3,9.6,14.1,0.1,7.400000000000001,2
5954454,3,23,40,20,1.1,2.2,1.4,1.0,0.4,1.8,9.7,10.6,0.561,0.462,0.24,2.0,5.0,1.9,1.3,12.0,17.1,0.9,14.700000000000001,3
5887899,1,26,42,41,2.5,4.4,1.9,1.2,0.3,2.0,15.5,17.1,0.617,0.538,0.253,3.2,8.6,2.0,1.0,6.6,20.6,3.5,23.299999999999997,3
5853659,2,32,33,2,0.6,2.1,3.5,0.8,0.2,1.5,5.2,10.4,0.442,0.461,0.197,1.9,7.3,2.3,1.0,13.8,17.7,0.7,11.799999999999999,2
5837760,2,21,76,56,1.1,2.9,6.049999999999999,1.4,0.4,2.9,10.3,10.2,0.455,0.351,0.137,1.4,5.7,2.3,1.1,16.7,20.5,-0.5,21.049999999999997,1
5739840,1,20,67,16,0.8,3.4,1.9,0.6,0.5,2.3,9.9,13.3,0.597,0.294,0.278,5.6,9.1,1.4,2.0,14.6,19.6,2.4,16.3,3
5728393,3,30,61,33,1.8,4.6,1.3,0.6,0.2,1.1,7.6,10.0,0.531,0.765,0.097,3.8,10.2,1.2,0.6,7.0,13.8,2.5,14.299999999999999,3
5722116,4,23,67,67,3.0,5.4,4.2,0.8,0.2,1.5,20.1,15.3,0.566,0.484,0.164,1.3,9.0,1.1,0.7,11.7,25.6,3.5,30.700000000000003,2
5634257,4,23,43,21,0.4,2.7,1.2,0.6,0.3,1.6,6.9,10.4,0.524,0.236,0.216,7.1,7.4,1.3,1.3,9.6,15.4,0.5,11.700000000000001,1
5508600,2,19,59,11,0.5,3.2,2.3,0.7,0.2,1.7,3.8,8.8,0.503,0.413,0.192,3.9,10.2,2.0,1.0,20.2,11.6,1.3,10.2,3
5461219,0,35,42,7,0.0,2.5,0.3,0.1,0.6,1.3,4.4,17.2,0.65,0.04,0.328,9.7,17.5,0.6,4.824999999999999,20.1,22.8,0.6,7.8999999999999995,2
5377520,0,23,38,1,0.2,3.6,1.0,0.4,0.7,1.7,4.4,17.1,0.582,0.208,0.336,14.6,16.8,1.7,4.824999999999999,13.3,15.4,1.3,10.1,1
5348280,1,24,67,5,1.3,2.8,1.0,0.3,0.2,1.0,7.4,13.6,0.565,0.589,0.112,3.0,9.8,1.1,1.1,8.0,19.5,2.1,11.7,3
5258280,3,21,80,80,1.6,4.1,3.5,1.0,0.2,2.3,18.6,15.9,0.589,0.322,0.288,3.0,7.1,1.4,0.6,11.7,23.5,5.4,27.400000000000002,1
5250000,4,27,70,2,1.1,1.6,1.3,0.4,0.1,0.9,7.1,11.1,0.53,0.496,0.091,1.8,6.2,1.4,0.6,12.4,23.7,0.2,10.5,3
5200000,3,24,56,0,0.1,3.5,1.0,0.9,0.3,2.2,9.3,15.7,0.593,0.056,0.395,6.2,10.8,2.6,1.4,13.9,21.8,1.3,15.000000000000002,1
5155500,2,31,62,2,1.1,1.7,3.5,0.5,0.1,1.4,6.9,12.1,0.558,0.513,0.205,1.8,4.8,1.3,0.6,12.8,15.2,1.8,12.7,1
5155500,4,36,25,0,0.4,0.7,0.5,0.4,0.1,0.6,2.0,10.5,0.535,0.578,0.089,3.5,5.9,2.7,1.2,7.9,13.4,0.3,3.7,3
5121951,1,32,79,60,1.3,5.4,1.5,0.6,0.8,2.3,7.4,11.6,0.566,0.506,0.09,8.1,12.1,1.3,2.9,12.3,13.0,4.0,15.700000000000001,3
5063520,1,19,56,53,0.6,5.3,2.5,0.8,0.4,2.5,11.0,11.4,0.509,0.243,0.21,6.9,11.0,1.4,1.3,13.9,19.8,0.2,20.0,1
5009633,4,24,59,3,1.0,1.7,1.8,0.5,0.4,1.5,6.2,11.6,0.565,0.539,0.203,1.9,6.3,1.7,2.0,14.6,17.9,1.1,10.6,2
5000000,4,25,37,0,0.5,1.1,0.6,0.3,0.1,0.5,3.8,9.3,0.552,0.414,0.324,2.0,7.0,1.4,0.8,15.9,19.1,0.1,5.8999999999999995,2
4916160,3,22,76,40,0.9,6.4,2.8,0.9,0.4,2.8,9.2,11.2,0.535,0.401,0.285,4.2,13.4,1.6,1.2,15.9,16.7,2.3,19.699999999999996,1
4833600,2,24,80,9,0.8,1.3,2.3,0.6,0.2,1.4,5.6,9.4,0.545,0.494,0.078,1.3,4.1,1.5,0.9,13.1,14.1,1.5,9.999999999999998,2
4810320,4,20,28,5,0.6,2.3,1.0,0.4,0.3,1.7,5.8,7.2,0.446,0.409,0.158,2.7,8.5,1.2,1.6,8.5,20.5,-0.3,9.8,1
4728948,4,25,45,2,0.8,1.7,3.0,0.5,0.1,1.4,6.9,12.8,0.594,0.372,0.169,1.0,5.3,1.3,0.5,10.3,14.9,2.1,12.2,3
4670160,0,22,68,31,0.8,5.8,1.0,0.3,0.9,2.3,9.4,15.9,0.565,0.376,0.27,11.2,17.1,0.8,4.0,11.2,21.0,2.3,17.4,1
4591680,3,21,37,4,0.7,2.1,0.9,0.4,0.2,1.6,5.7,7.4,0.511,0.495,0.112,3.0,7.5,1.2,1.0,15.2,18.0,0.1,9.3,1
4569840,1,19,39,1,0.7,2.7,1.2,0.4,0.2,1.1,4.9,9.3,0.505,0.541,0.127,3.5,9.9,1.2,1.1,12.0,15.9,0.4,9.4,1
4500000,1,36,56,4,0.5,2.6,1.2,0.3,0.3,1.8,7.8,11.0,0.576,0.317,0.357,4.1,7.6,0.8,1.4,10.8,17.0,1.7,12.200000000000001,2
4500000,4,26,72,36,2.1,4.5,3.5,1.3,0.1,1.8,9.4,12.8,0.593,0.7,0.131,4.7,9.4,2.4,0.5,16.4,15.1,4.2,18.8,3
4437000,4,22,38,32,2.7,3.9,3.6,1.1,0.4,1.5,18.5,15.5,0.55,0.447,0.168,0.7,6.9,1.7,1.2,8.2,24.4,1.2,27.5,1
4379526,3,25,71,28,0.8,2.0,0.7,1.2,0.5,1.6,4.1,10.5,0.552,0.585,0.111,3.9,6.8,2.75,2.4,8.3,10.6,2.1,8.5,2
4374000,1,23,78,65,0.4,7.5,2.4,1.1,0.3,2.4,7.9,15.1,0.604,0.2,0.308,10.0,16.7,2.1,0.9,15.9,13.6,5.2,19.200000000000003,3
4362240,4,22,34,0,1.0,2.1,1.2,0.4,0.1,1.4,5.6,6.2,0.463,0.565,0.155,1.6,7.5,1.3,0.8,13.4,19.5,-0.4,9.4,1
4343919,1,26,56,8,0.0,5.5,1.3,0.6,0.7,2.3,10.0,20.0,0.682,0.017,0.393,9.0,15.1,1.5,3.1,11.8,17.7,4.5,18.1,1
4341480,4,21,75,62,1.0,4.5,3.3,1.4,0.5,2.5,14.1,15.6,0.601,0.258,0.241,3.9,7.9,2.1,1.4,12.3,18.4,5.6,23.799999999999997,1
4306281,1,24,79,23,1.5,4.6,1.7,0.5,0.4,2.4,8.1,10.3,0.605,0.611,0.256,4.7,9.7,1.0,1.3,13.4,13.1,4.4,15.299999999999999,3
4264628,0,22,43,1,0.5,3.2,0.9,0.5,0.8,1.0,5.2,13.1,0.524,0.29,0.383,5.8,12.1,1.7,4.824999999999999,11.2,16.4,1.0,10.600000000000001,1
4215120,2,22,56,56,2.9,3.7,6.049999999999999,1.55,0.4,1.2,20.7,23.6,0.624,0.478,0.239,1.9,6.0,2.3,1.1,13.2,23.8,7.6,32.4,1
4171548,3,22,54,4,1.1,2.6,0.9,0.4,0.4,1.2,6.6,10.2,0.555,0.521,0.152,3.2,8.3,1.0,1.8,10.0,16.0,0.7,10.9,2
4124280,0,19,67,31,0.0,8.4,1.1,0.7,0.9,2.7,9.1,17.3,0.655,0.005,0.394,14.6,19.7,1.3,3.1,16.5,14.3,4.5,20.2,1
4105236,0,33,31,1,0.7,3.5,1.7,0.1,0.5,1.8,3.9,9.9,0.493,0.641,0.111,7.9,16.3,0.5,3.2,20.7,17.9,0.0,9.7,1
4097561,1,26,29,11,0.5,5.0,3.4,1.0,0.4,3.1,6.8,9.3,0.466,0.227,0.141,7.2,10.7,1.9,1.3,17.0,14.2,0.4,16.599999999999998,2
4037277,3,26,3,0,0.3,0.0,0.3,0.3,0.0,0.0,1.7,19.0,0.7389999999999999,0.667,0.0,0.0,0.0,2.75,0.0,23.25,17.9,0.0,2.3,2
4022164,3,26,30,0,0.6,3.2,2.2,0.5,0.2,1.6,5.8,13.5,0.625,0.328,0.32,4.9,11.1,1.6,1.1,19.2,15.2,0.7,11.899999999999999,1
4000000,2,36,46,1,0.7,1.8,2.4,0.6,0.1,1.2,5.0,10.6,0.61,0.572,0.331,2.0,5.4,1.5,0.6,15.2,11.3,1.9,9.9,3
4000000,4,25,64,5,1.4,2.2,1.0,0.7,0.2,1.6,6.7,12.9,0.563,0.668,0.118,2.7,9.4,2.4,1.2,12.2,22.2,0.9,10.799999999999999,2
3936960,3,25,46,12,1.2,2.5,1.4,0.5,0.2,1.4,7.9,8.6,0.496,0.523,0.216,2.4,7.1,1.3,0.9,10.1,19.0,0.0,12.5,1
3918600,0,29,26,2,0.0,2.3,0.5,0.2,0.4,1.1,1.7,12.8,0.58,0.067,0.533,14.6,21.125,1.2,4.824999999999999,23.25,14.1,0.3,5.1000000000000005,2
3918360,4,22,59,22,1.4,2.1,1.1,0.3,0.3,1.7,7.9,9.5,0.561,0.591,0.179,3.9,5.4,0.6,1.0,9.0,15.8,1.3,11.700000000000001,1
3901399,2,23,82,43,2.6,2.7,4.5,0.8,0.3,2.6,20.4,14.6,0.573,0.498,0.325,1.5,5.0,1.2,0.8,14.7,29.2,3.2,28.7,3
3873024,3,23,63,63,2.1,5.0,2.9,0.7,0.2,2.0,22.0,15.3,0.551,0.366,0.294,2.9,8.4,1.1,0.4,9.6,27.9,1.3,30.799999999999997,1
3841067,1,35,18,1,0.2,1.7,0.8,0.4,0.3,1.8,2.8,8.4,0.486,0.306,0.163,2.7,10.3,2.1,3.2,13.2,15.7,0.1,6.0,1
3804360,3,23,73,60,1.6,3.8,1.3,0.8,0.5,3.2,10.1,10.5,0.566,0.532,0.241,3.8,8.5,1.4,1.6,10.3,16.8,2.0,16.5,1
3740160,4,20,63,3,0.8,1.7,0.8,0.3,0.1,0.9,4.8,10.3,0.603,0.595,0.233,3.8,7.1,1.0,0.8,12.0,14.6,1.3,7.699999999999999,3
3722040,0,21,43,17,0.0,7.1,0.4,0.7,1.0,2.2,9.0,19.8,0.659,0.0,0.386,11.7,19.6,1.6,4.7,12.0,17.0,2.8,18.2,1
3613680,2,22,60,4,1.3,4.8,3.9,0.6,0.5,2.6,13.0,16.0,0.57,0.338,0.279,3.4,10.5,1.2,1.9,11.7,21.5,3.7,22.8,1
3552840,3,23,74,45,2.2,2.8,1.2,0.4,0.1,1.3,11.1,11.5,0.657,0.656,0.15,1.8,5.5,0.7,0.4,8.1,14.1,3.8,15.599999999999998,1
3536160,3,19,72,12,1.4,2.1,1.0,0.6,0.2,1.2,8.9,12.6,0.577,0.486,0.088,2.9,6.0,1.4,0.7,7.1,17.9,2.2,12.799999999999999,2
3500000,0,31,63,9,1.3,3.2,0.8,0.2,0.4,1.6,6.1,13.0,0.608,0.709,0.178,4.2,11.6,0.8,2.3,6.8,15.1,2.5,10.7,3
3465000,1,29,78,1,2.0,2.4,1.0,0.4,0.2,1.9,8.2,10.9,0.61,0.765,0.09,1.5,7.2,1.0,0.9,9.4,17.0,2.5,12.2,2
3433320,0,21,50,47,1.3,8.1,1.4,0.4,0.7,2.7,11.3,13.1,0.56,0.465,0.338,8.7,15.8,0.7,2.1,11.8,17.3,2.0,21.9,1
3433320,3,24,27,8,1.0,3.6,1.4,0.7,0.4,1.5,4.7,9.1,0.488,0.705,0.172,5.7,10.5,1.8,2.1,11.5,12.3,0.7,10.799999999999999,1
3395062,3,25,50,9,0.2,1.1,1.1,0.1,0.1,1.0,3.4,7.0,0.498,0.276,0.434,3.1,4.7,0.5,0.7,10.8,13.5,0.4,5.799999999999999,3
3359160,1,21,82,5,0.7,6.0,1.1,1.2,0.6,2.3,9.3,15.2,0.525,0.261,0.22,12.0,15.4,2.6,2.6,12.2,19.3,2.6,18.2,1
3261480,1,21,34,25,1.1,4.7,1.9,0.6,1.1,1.7,8.1,13.4,0.522,0.418,0.141,6.8,12.2,1.4,4.824999999999999,14.0,18.3,1.0,16.4,1
3205128,3,27,52,6,1.2,1.7,0.8,0.3,0.2,1.2,6.3,8.0,0.495,0.612,0.141,4.4,6.1,0.9,0.9,10.5,20.2,-0.1,9.299999999999999,1
3200000,0,29,67,0,0.0,6.6,0.5,0.7,0.4,1.7,6.0,20.8,0.606,0.011,0.456,14.6,21.125,2.6,3.1,18.6,21.0,2.8,14.2,2
3191400,4,20,38,0,0.2,1.0,0.6,0.3,0.1,0.6,2.2,14.1,0.523,0.375,0.292,6.5,9.8,2.5,2.3,9.0,18.4,0.5,4.2,2
3122602,3,27,4,0,0.0,2.0,0.5,0.8,0.0,1.0,0.0,7.0,0.3950000000000001,0.5,0.0,13.9,17.8,2.75,0.0,1.25,7.0,0.0,3.3,3
3098400,4,22,60,21,1.1,3.0,1.7,0.7,0.1,2.6,9.1,11.2,0.645,0.442,0.246,4.1,6.9,1.4,0.3,14.5,14.6,2.6,14.599999999999998,2
3047640,1,21,35,0,0.7,1.8,0.6,0.3,0.1,1.4,3.0,6.7,0.531,0.747,0.095,4.9,8.1,1.4,0.9,15.4,11.7,0.5,5.8,1
3046200,2,21,67,5,1.2,2.3,1.8,0.6,0.2,1.5,7.7,10.0,0.492,0.513,0.11,2.4,7.0,1.6,0.9,10.6,20.7,0.5,12.6,1
3000000,3,23,63,5,1.0,2.8,0.5,0.4,0.2,1.5,6.6,11.1,0.579,0.56,0.181,3.9,10.5,1.2,1.1,12.2,18.4,0.7,10.499999999999998,1
2959080,3,23,77,37,2.0,4.7,1.5,0.9,0.2,1.6,13.8,14.6,0.564,0.5,0.285,5.0,9.4,1.6,0.5,7.0,20.2,3.9,21.099999999999998,1
2925600,4,19,66,32,1.2,2.7,1.9,0.5,0.1,1.7,10.2,9.5,0.524,0.417,0.115,1.9,6.4,1.0,0.4,10.6,19.1,-0.1,15.4,1
2909261,3,23,9,0,0.3,0.4,0.3,0.0,0.0,0.3,1.0,0.7249999999999961,0.3950000000000001,0.857,0.0,0.0,4.5,0.0,0.0,6.7,12.8,-0.1,1.7000000000000002,3
2909040,0,22,46,0,0.1,2.7,0.3,0.4,0.7,1.4,3.4,10.8,0.597,0.158,0.217,7.0,11.9,1.5,4.7,19.1,12.4,0.7,7.500000000000001,1
2905851,0,33,41,16,0.6,3.8,1.5,0.3,0.2,1.8,4.1,13.1,0.59,0.508,0.246,9.2,14.9,1.2,1.4,13.2,12.7,1.8,9.899999999999999,3
2905851,0,34,37,2,0.1,1.4,0.5,0.1,0.2,1.2,3.0,11.6,0.675,0.053,0.24,9.1,10.0,0.3,2.5,23.2,16.1,0.6,5.2,2
2905851,1,33,35,2,0.8,2.0,0.9,0.3,0.1,1.4,3.8,10.4,0.553,0.617,0.087,4.2,11.3,1.2,1.2,13.1,17.2,0.4,7.1,3
2905851,1,38,8,0,0.1,2.1,2.4,0.5,0.4,1.4,2.1,7.3,0.521,0.6,0.2,3.0,8.3,1.7,2.3,23.25,9.4,0.1,7.5,3
2905851,0,33,16,0,0.4,2.8,0.3,0.1,0.4,1.4,4.1,9.8,0.553,0.333,0.241,8.8,12.4,0.5,3.1,15.6,16.1,0.2,7.699999999999999,3
2905851,0,38,7,1,0.4,1.6,0.0,0.1,0.3,1.6,3.9,6.2,0.433,0.31,0.172,6.4,9.1,0.7,2.9,3.1,20.1,0.0,5.8999999999999995,2
2905851,3,36,52,0,0.8,2.2,0.7,0.4,0.3,1.4,3.4,7.0,0.519,0.775,0.175,4.5,7.2,1.2,1.3,9.5,9.8,1.2,7.0,3
2905851,4,30,52,10,0.8,1.6,1.4,0.5,0.1,1.5,4.9,7.4,0.564,0.589,0.187,0.6,4.6,1.3,0.3,9.2,10.5,1.3,8.5,2
2905851,0,30,61,14,0.0,4.3,0.9,0.3,1.1,1.9,4.3,14.4,0.555,0.0,0.34,11.0,16.5,1.0,4.824999999999999,17.7,14.0,1.9,10.9,3
2905851,0,37,49,2,0.2,1.9,0.7,0.3,0.2,1.7,3.4,11.4,0.585,0.192,0.336,7.7,10.8,1.5,2.1,15.3,15.3,0.8,6.5,1
2840160,0,23,55,12,0.5,6.0,0.9,0.6,0.5,1.9,9.2,15.2,0.554,0.267,0.307,9.3,16.3,1.3,2.6,11.4,19.4,2.2,17.200000000000003,3
2808600,4,21,76,6,0.4,2.4,0.8,0.5,0.2,1.3,4.7,10.3,0.568,0.332,0.221,4.8,8.8,1.7,1.3,9.9,13.0,1.9,8.6,2
2800000,3,24,62,14,1.4,3.7,1.4,0.4,0.2,1.2,8.7,12.2,0.561,0.474,0.193,4.7,10.4,1.0,1.0,12.0,19.4,1.5,14.4,3
2792640,3,21,70,6,0.4,4.0,1.2,0.5,0.5,1.6,5.6,14.1,0.554,0.323,0.242,5.3,14.8,1.7,2.8,10.3,16.0,2.1,11.8,2
2726880,4,22,60,41,2.7,2.9,3.5,0.8,0.1,2.2,20.3,17.0,0.605,0.404,0.233,1.4,5.2,1.2,0.4,7.4,24.1,5.4,27.6,2
2717391,0,24,39,4,0.0,3.5,0.8,0.2,0.9,1.9,3.9,16.6,0.571,0.036,0.446,14.5,18.6,0.7,4.824999999999999,15.7,16.3,0.9,9.299999999999999,1
2696400,0,21,74,40,0.0,8.4,0.9,0.4,1.1,2.3,9.2,21.5,0.702,0.007,0.384,14.6,19.7,0.7,4.824999999999999,10.7,13.3,7.1,20.0,1
2681040,4,20,40,0,0.7,1.1,1.5,0.5,0.2,1.1,4.7,9.0,0.482,0.455,0.23,3.0,6.1,2.2,1.3,18.0,25.0,-0.5,8.0,2
2674742,0,22,35,2,0.1,5.5,1.3,0.5,0.9,2.1,5.7,18.8,0.658,0.059,0.274,14.6,20.7,1.5,4.824999999999999,21.3,15.6,1.3,13.9,1
2628597,2,32,32,0,0.3,0.4,1.3,0.2,0.0,0.6,1.5,6.7,0.443,0.54,0.14,0.5,3.5,1.6,0.0,15.9,12.7,0.1,3.4,2
2625000,1,27,74,0,1.2,4.1,0.9,0.4,0.4,1.3,7.6,14.2,0.607,0.588,0.304,6.3,13.7,1.0,2.2,12.2,18.1,2.6,13.4,2
2617800,1,22,53,5,0.3,2.6,0.3,0.3,0.4,2.0,5.2,12.5,0.62,0.332,0.316,10.5,10.9,1.1,2.8,12.2,15.2,1.6,8.8,2
2588640,1,21,70,4,0.9,2.8,0.8,0.4,0.3,1.5,6.7,8.8,0.519,0.505,0.155,4.2,8.1,1.1,1.4,11.3,16.7,1.1,11.000000000000002,1
2573760,0,21,63,12,0.0,4.5,0.8,0.5,1.1,2.4,7.2,17.5,0.595,0.044,0.459,12.1,15.0,1.4,4.824999999999999,11.8,17.4,2.7,14.1,1
2485200,3,22,52,11,0.9,2.2,0.7,0.4,0.1,1.4,5.1,8.2,0.513,0.584,0.152,5.9,8.5,1.4,0.8,14.8,18.3,0.4,8.5,3
2471160,0,20,75,1,0.3,4.1,0.9,0.6,0.4,1.8,3.0,12.9,0.569,0.333,0.266,13.4,17.4,2.2,2.9,19.2,10.5,1.8,9.0,1
2463490,2,30,48,1,0.3,1.0,1.6,0.4,0.1,1.0,3.3,12.6,0.628,0.382,0.309,2.3,5.4,1.7,0.7,16.1,13.2,1.5,6.4,2
2463490,0,29,36,0,0.4,1.4,0.9,0.2,0.1,0.6,2.5,15.3,0.635,0.524,0.254,3.2,12.1,1.2,1.6,11.4,14.1,0.7,5.1,1
2463490,0,29,57,7,0.0,2.8,0.6,0.3,0.4,1.3,5.6,17.6,0.631,0.029,0.483,11.8,13.8,1.2,3.4,12.1,18.9,2.2,9.700000000000001,2
2385480,4,19,37,1,0.5,2.2,2.7,0.7,0.1,1.8,5.0,3.5,0.3950000000000001,0.242,0.205,1.7,6.6,1.8,0.6,21.7,18.5,-1.6,10.7,1
2372160,4,21,64,2,0.3,1.1,1.1,0.5,0.2,0.9,5.8,11.5,0.523,0.271,0.182,2.8,5.0,2.0,1.9,14.4,21.9,0.0,8.7,1
2330681,1,24,42,2,0.4,2.5,0.9,0.4,0.2,1.3,4.1,9.3,0.497,0.387,0.265,4.7,12.3,1.8,1.2,15.2,17.8,-0.1,8.1,1
2316876,4,25,41,0,1.4,1.8,0.7,0.3,0.3,1.0,5.2,11.8,0.573,0.91,0.112,3.2,7.6,1.3,1.9,5.1,15.5,1.1,8.3,1
2316240,4,23,81,21,2.1,4.2,3.4,1.0,0.2,2.0,14.9,16.3,0.578,0.485,0.265,2.7,7.9,1.7,0.6,8.7,20.9,6.7,23.7,3
2300000,3,26,72,23,0.8,4.3,1.4,1.1,0.3,1.6,5.1,10.8,0.542,0.553,0.113,4.5,11.0,2.4,1.5,9.9,10.4,3.5,12.200000000000001,1
2298385,4,31,32,12,1.3,2.3,0.9,0.5,0.0,1.2,5.7,10.7,0.566,0.638,0.145,4.1,7.8,1.5,0.2,6.4,14.0,0.7,9.4,1
